web-scraper-order,web-scraper-start-url,links,links-href,picture-src,name,old price,new price,discount,model_number,model name,series,color,type,suitable for,cpu brand,cpu name,cpu generation ,ssd capacity,ram capacity ,ram type,gpu processor,os system,usb port,screen size,screen resolution,screen type,speaker,mic,wireless LAN ,bluetooth,weight,webcam,warranty ,rating,rating performance,rating battery ,rating design,rating display 
"1715371205-57","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook4.227 Ratings & 1 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year International Travelers Warranty₹49,990₹70,99929% offFree deliveryUpto ₹30,000 Off on ExchangeNo Cost EMI from ₹8,332/month","https://www.flipkart.com/acer-swift-go-14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-sfg14-41-notebook/p/itmda82b9e283b1e?pid=COMGMNCQUA6YCGVT&lid=LSTCOMGMNCQUA6YCGVT4WDAEJ&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_5&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGMNCQUA6YCGVT.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/p/a/a/-original-imagnc62xqsfpz7q.jpeg?q=70&crop=false","Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","₹70,999","₹49,990","29% off","SFG14-41","Swift Go 14","Swift Go 14","Pure Silver","Notebook","Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business","AMD","Ryzen 5 Hexa Core","","512 GB","LPDDR4X","LPDDR4X","AMD Radeon AMD","Windows 11 Home","1 x USB 2.0 port, 1 x USB 3.2 Gen 1 Port with power-off charging, 1 x USB Type-C port with DC-in","35.56 cm (14 Inch)","1920 x 1080 Pixel","Full HD","Two built-in front facing stereo speakers","","Wi-Fi 6E Wireless LAN","v5.1","1.25 Kg","HD","1 Year International Travelers Warranty","27 Ratings &","","","",""
"1715371205-58","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook4.227 Ratings & 1 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year International Travelers Warranty₹49,990₹70,99929% offFree deliveryUpto ₹30,000 Off on ExchangeNo Cost EMI from ₹8,332/month","https://www.flipkart.com/acer-swift-go-14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-sfg14-41-notebook/p/itmda82b9e283b1e?pid=COMGMNCQUA6YCGVT&lid=LSTCOMGMNCQUA6YCGVT4WDAEJ&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_5&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGMNCQUA6YCGVT.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/p/a/a/-original-imagnc62xqsfpz7q.jpeg?q=70&crop=false","Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","₹70,999","₹49,990","29% off","SFG14-41","Swift Go 14","Swift Go 14","Pure Silver","Notebook","Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business","AMD","Ryzen 5 Hexa Core","","512 GB","LPDDR4X","LPDDR4X","AMD Radeon AMD","Windows 11 Home","1 x USB 2.0 port, 1 x USB 3.2 Gen 1 Port with power-off charging, 1 x USB Type-C port with DC-in","35.56 cm (14 Inch)","1920 x 1080 Pixel","Full HD","Two built-in front facing stereo speakers","","Wi-Fi 6E Wireless LAN","v5.1","1.25 Kg","HD","1 Year International Travelers Warranty","1 Reviews","","","",""
"1715371211-59","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...447 Ratings & 4 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹37,990₹64,99941% offFree deliveryLowest price since launchOnly few left","https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5500u-16-gb-1-tb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm0d5eddf7d0d52?pid=COMGU2D9ZAXCAHBU&lid=LSTCOMGU2D9ZAXCAHBU9NMK1M&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_4&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGU2D9ZAXCAHBU.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/s/t/w/-original-imagvkpfeggfh9gg.jpeg?q=70&crop=false","Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)","₹64,999","₹37,990","41% off","AL15-41","AL15-41","Aspire Lite","Steel Grey","Thin and Light Laptop","Processing & Multitasking","AMD","Ryzen 5 Hexa Core","","1 TB","DDR4","DDR4","AMD Radeon AMD","Windows 11 Home","1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)","39.62 cm (15.6 Inch)","1920 X 1080 Pixel","Full HD","Yes","Yes","Wi-Fi 5","Yes","1.59 Kg","HD webcam with 1280 x 720 resolution, 720p HD audio/video recording","1 Year Onsite Warranty","4","3.8","3.9","4.3","3.8"
"1715371211-60","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...447 Ratings & 4 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹37,990₹64,99941% offFree deliveryLowest price since launchOnly few left","https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5500u-16-gb-1-tb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm0d5eddf7d0d52?pid=COMGU2D9ZAXCAHBU&lid=LSTCOMGU2D9ZAXCAHBU9NMK1M&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_4&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGU2D9ZAXCAHBU.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/s/t/w/-original-imagvkpfeggfh9gg.jpeg?q=70&crop=false","Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)","₹64,999","₹37,990","41% off","AL15-41","AL15-41","Aspire Lite","Steel Grey","Thin and Light Laptop","Processing & Multitasking","AMD","Ryzen 5 Hexa Core","","1 TB","DDR4","DDR4","AMD Radeon AMD","Windows 11 Home","1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)","39.62 cm (15.6 Inch)","1920 X 1080 Pixel","Full HD","Yes","Yes","Wi-Fi 5","Yes","1.59 Kg","HD webcam with 1280 x 720 resolution, 720p HD audio/video recording","1 Year Onsite Warranty","47 Ratings &","3.8","3.9","4.3","3.8"
"1715371211-61","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...447 Ratings & 4 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹37,990₹64,99941% offFree deliveryLowest price since launchOnly few left","https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5500u-16-gb-1-tb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm0d5eddf7d0d52?pid=COMGU2D9ZAXCAHBU&lid=LSTCOMGU2D9ZAXCAHBU9NMK1M&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_4&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGU2D9ZAXCAHBU.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/s/t/w/-original-imagvkpfeggfh9gg.jpeg?q=70&crop=false","Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)","₹64,999","₹37,990","41% off","AL15-41","AL15-41","Aspire Lite","Steel Grey","Thin and Light Laptop","Processing & Multitasking","AMD","Ryzen 5 Hexa Core","","1 TB","DDR4","DDR4","AMD Radeon AMD","Windows 11 Home","1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)","39.62 cm (15.6 Inch)","1920 X 1080 Pixel","Full HD","Yes","Yes","Wi-Fi 5","Yes","1.59 Kg","HD webcam with 1280 x 720 resolution, 720p HD audio/video recording","1 Year Onsite Warranty","4 Reviews","3.8","3.9","4.3","3.8"
"1715371217-62","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop4.2671 Ratings & 69 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW)₹31,990₹48,99934% offFree deliveryUpto ₹28,000 Off on ExchangeBank Offer","https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-a315-59-thin-light-laptop/p/itm05f023c6da5dc?pid=COMGHR2J9RX2GG2G&lid=LSTCOMGHR2J9RX2GG2GGC5IT8&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_3&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGHR2J9RX2GG2G.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/g/v/h/-original-imagqbudxbf9djaz.jpeg?q=70&crop=false","Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 Kg, With MS Office)","₹48,999","₹31,990","34% off","A315-59","Aspire 3","Aspire 3","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i3","12th Gen","512 GB","8 GB","DDR4","Intel Integrated UHD Graphics","Windows 11 Home","3 x USB 3.2 Gen 1 Port","39.62 cm (15.6 inch)","1920 x 1080 Pixels","","","","802.11a/b/g/n/ac wireless LAN","v5.0","1.7 Kg","1280 x 720 Resolution, 720p HD video at 30fps","1 Year International Travelers Warranty (ITW)","4.2","4.0","3.5","3.9","3.7"
"1715371217-63","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop4.2671 Ratings & 69 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW)₹31,990₹48,99934% offFree deliveryUpto ₹28,000 Off on ExchangeBank Offer","https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-a315-59-thin-light-laptop/p/itm05f023c6da5dc?pid=COMGHR2J9RX2GG2G&lid=LSTCOMGHR2J9RX2GG2GGC5IT8&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_3&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGHR2J9RX2GG2G.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/g/v/h/-original-imagqbudxbf9djaz.jpeg?q=70&crop=false","Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 Kg, With MS Office)","₹48,999","₹31,990","34% off","A315-59","Aspire 3","Aspire 3","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i3","12th Gen","512 GB","8 GB","DDR4","Intel Integrated UHD Graphics","Windows 11 Home","3 x USB 3.2 Gen 1 Port","39.62 cm (15.6 inch)","1920 x 1080 Pixels","","","","802.11a/b/g/n/ac wireless LAN","v5.0","1.7 Kg","1280 x 720 Resolution, 720p HD video at 30fps","1 Year International Travelers Warranty (ITW)","671 Ratings &","4.0","3.5","3.9","3.7"
"1715371217-64","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop4.2671 Ratings & 69 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW)₹31,990₹48,99934% offFree deliveryUpto ₹28,000 Off on ExchangeBank Offer","https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-a315-59-thin-light-laptop/p/itm05f023c6da5dc?pid=COMGHR2J9RX2GG2G&lid=LSTCOMGHR2J9RX2GG2GGC5IT8&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_3&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGHR2J9RX2GG2G.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/g/v/h/-original-imagqbudxbf9djaz.jpeg?q=70&crop=false","Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 Kg, With MS Office)","₹48,999","₹31,990","34% off","A315-59","Aspire 3","Aspire 3","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i3","12th Gen","512 GB","8 GB","DDR4","Intel Integrated UHD Graphics","Windows 11 Home","3 x USB 3.2 Gen 1 Port","39.62 cm (15.6 inch)","1920 x 1080 Pixels","","","","802.11a/b/g/n/ac wireless LAN","v5.0","1.7 Kg","1280 x 720 Resolution, 720p HD video at 30fps","1 Year International Travelers Warranty (ITW)","69 Reviews","4.0","3.5","3.9","3.7"
"1715371222-65","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...4.371 Ratings & 11 ReviewsIntel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹62,990₹93,99932% offFree deliverySave extra with combo offersUpto ₹31,000 Off on Exchange","https://www.flipkart.com/acer-swift-go-14-evo-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-58ub-thin-light-laptop/p/itm0a080194d6dd1?pid=COMGZKGGAHZBA3WY&lid=LSTCOMGZKGGAHZBA3WYWOBYJC&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_2&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGZKGGAHZBA3WY.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/u/1/4/-original-imaguyt4gyzmcm9y.jpeg?q=70&crop=false","Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-58UB Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","₹93,999","₹62,990","32% off","SFG14-71-58UB","SFG14-71-58UB","Swift Go 14 EVO OLED","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i5","13th Gen","512 GB","16 GB","LPDDR5","Intel Integrated Iris Xe","Windows 11 Home","1 x USB 3.2 Port, 1 x USB 3.2 Gen 1 Port with power-off charging, 1 x USB Type-C port with DC-in","35.56 cm (14 Inch)","2880 x 1800 Pixel","WQXGA","","","Intel Wireless Wi-Fi 6E AX211","v5.2","1.25 Kg","T-Type USB QHD camera with 2560 x 1440 resolution and 1440p QHD video at 30 fps with Temporal Noise Reduction","1 Year Onsite Warranty","4.3","4.1","3.9","4.0","4.6"
"1715371222-66","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...4.371 Ratings & 11 ReviewsIntel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹62,990₹93,99932% offFree deliverySave extra with combo offersUpto ₹31,000 Off on Exchange","https://www.flipkart.com/acer-swift-go-14-evo-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-58ub-thin-light-laptop/p/itm0a080194d6dd1?pid=COMGZKGGAHZBA3WY&lid=LSTCOMGZKGGAHZBA3WYWOBYJC&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_2&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGZKGGAHZBA3WY.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/u/1/4/-original-imaguyt4gyzmcm9y.jpeg?q=70&crop=false","Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-58UB Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","₹93,999","₹62,990","32% off","SFG14-71-58UB","SFG14-71-58UB","Swift Go 14 EVO OLED","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i5","13th Gen","512 GB","16 GB","LPDDR5","Intel Integrated Iris Xe","Windows 11 Home","1 x USB 3.2 Port, 1 x USB 3.2 Gen 1 Port with power-off charging, 1 x USB Type-C port with DC-in","35.56 cm (14 Inch)","2880 x 1800 Pixel","WQXGA","","","Intel Wireless Wi-Fi 6E AX211","v5.2","1.25 Kg","T-Type USB QHD camera with 2560 x 1440 resolution and 1440p QHD video at 30 fps with Temporal Noise Reduction","1 Year Onsite Warranty","71 Ratings &","4.1","3.9","4.0","4.6"
"1715371222-67","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","Add to CompareAcer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...4.371 Ratings & 11 ReviewsIntel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹62,990₹93,99932% offFree deliverySave extra with combo offersUpto ₹31,000 Off on Exchange","https://www.flipkart.com/acer-swift-go-14-evo-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-58ub-thin-light-laptop/p/itm0a080194d6dd1?pid=COMGZKGGAHZBA3WY&lid=LSTCOMGZKGGAHZBA3WYWOBYJC&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&srno=s_1_2&otracker=search&iid=af862312-a72e-47ec-832c-11cad202f955.COMGZKGGAHZBA3WY.SEARCH&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/u/1/4/-original-imaguyt4gyzmcm9y.jpeg?q=70&crop=false","Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-58UB Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","₹93,999","₹62,990","32% off","SFG14-71-58UB","SFG14-71-58UB","Swift Go 14 EVO OLED","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i5","13th Gen","512 GB","16 GB","LPDDR5","Intel Integrated Iris Xe","Windows 11 Home","1 x USB 3.2 Port, 1 x USB 3.2 Gen 1 Port with power-off charging, 1 x USB Type-C port with DC-in","35.56 cm (14 Inch)","2880 x 1800 Pixel","WQXGA","","","Intel Wireless Wi-Fi 6E AX211","v5.2","1.25 Kg","T-Type USB QHD camera with 2560 x 1440 resolution and 1440p QHD video at 30 fps with Temporal Noise Reduction","1 Year Onsite Warranty","11 Reviews","4.1","3.9","4.0","4.6"
"1715371228-68","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","BestsellerAdd to CompareAcer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...4.3348 Ratings & 27 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹29,990₹44,10031% offFree deliverySave extra with combo offersUpto ₹18,200 Off on Exchange","https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a315-59-36he-thin-light-laptop/p/itmc58479d0e2330?pid=COMGRSXP6D9ANEXN&lid=LSTCOMGRSXP6D9ANEXNBYCJYM&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=af862312-a72e-47ec-832c-11cad202f955.COMGRSXP6D9ANEXN.SEARCH&ppt=sp&ppn=sp&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/t/h/j/-original-imagwyp2uee8zxez.jpeg?q=70&crop=false","Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 Kg)","₹44,100","₹29,990","31% off","A315-59-36HE","A315-59","Aspire 3","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i3","12th Gen","512 GB","8 GB","DDR4","Intel Integrated UHD","Windows 11 Home","2 x USB 3.2 Gen 1 Ports,","39.62 cm (15.6 inch)","1920 x 1080 Pixel","Full HD","Yes","Yes","802.11a/b/g/n/ac","v5.0","1.7 Kg","Webcam 720p HD video at 30 fps with Temporal Noise Reduction, Blue glass lens","1 Year Onsite Warranty","4.3","4.2","3.6","4.2","4.0"
"1715371228-69","https://www.flipkart.com/computers/laptops/pr?sid=6bo,b5g&q=acer&otracker=categorytree","BestsellerAdd to CompareAcer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...4.3348 Ratings & 27 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹29,990₹44,10031% offFree deliverySave extra with combo offersUpto ₹18,200 Off on Exchange","https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a315-59-36he-thin-light-laptop/p/itmc58479d0e2330?pid=COMGRSXP6D9ANEXN&lid=LSTCOMGRSXP6D9ANEXNBYCJYM&marketplace=FLIPKART&q=acer&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=af862312-a72e-47ec-832c-11cad202f955.COMGRSXP6D9ANEXN.SEARCH&ppt=sp&ppn=sp&ssid=4ftul3ca0g0000001715371089520&qH=e4721cdedd884fee","https://rukminim2.flixcart.com/image/416/416/xif0q/computer/t/h/j/-original-imagwyp2uee8zxez.jpeg?q=70&crop=false","Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 Kg)","₹44,100","₹29,990","31% off","A315-59-36HE","A315-59","Aspire 3","Pure Silver","Thin and Light Laptop","Processing & Multitasking","Intel","Core i3","12th Gen","512 GB","8 GB","DDR4","Intel Integrated UHD","Windows 11 Home","2 x USB 3.2 Gen 1 Ports,","39.62 cm (15.6 inch)","1920 x 1080 Pixel","Full HD","Yes","Yes","802.11a/b/g/n/ac","v5.0","1.7 Kg","Webcam 720p HD video at 30 fps with Temporal Noise Reduction, Blue glass lens","1 Year Onsite Warranty","348 Ratings &","4.2","3.6","4.2","4.0"
